Location,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
KANATA AVE/CASTLEFRANK RD @ AIRD PL (0011976),2015,2,,,351811.2841,5019070.0471
KANATA RD @ LORD BYNG WAY/MARITIME WAY (0009115),2015,6,,,351429.974,5019331.309
KANE TER btwn MELVILLE DR & MELVILLE DR (__3ZAB7H),2015,1,,,362442.79745,5015332.17116
KARENDALE ST btwn WOODSON ST & HATHAWAY DR (__30LKE6),2015,1,,,366696.15945,5015698.7415
KATHLEEN CRES btwn RANDALL JAMES DR & AMY ST (__3ZA57I),2015,1,,,351237.62953,5014429.62512
KATIMAVIK RD @ AIRD PL/CHIMO DR W (0011977),2015,1,,,352170.6159,5019158.4671
KATIMAVIK RD @ CHIMO DR E/HEARST WAY (0003437),2015,2,,,352959.6219,5019610.471
KATIMAVIK RD @ CURRAN ST/DAVIS AVE (0003528),2015,3,,,351461.609,5018494.4619
KATIMAVIK RD @ WHITNEY DR (0012110),2015,1,,,352357.6181,5019380.469
KATIMAVIK RD btwn TRANSIT & WHITNEY DR (__3ZBPMC),2015,1,,,352316.00617,5019330.04589
KELLY AVE @ PINECREST RD (0002744),2015,2,,,360277.6751,5023953.511
KELLY AVE btwn MONCTON RD & NEVILLE ST (__3ZA16W),2015,1,,,360433.67567,5024018.08053
KELLY LANE @ RIVER RD (0001650),2015,1,,,372991.717,5006078.3679
KEMP DR btwn MELVA AVE & ROBERT KEMP ST (__3ZA8NF),2015,1,,,374987.749,5022146.4989
KENASTON ST btwn MARCHAND ST & ALGOMA RD (__5UZGFX),2015,1,,,373285.02423,5031247.82842
KENDER AVE @ OGILVIE RD (0009451),2015,1,,,375256.7219,5035525.597
KENDER AVE btwn INGRAM CRES & INGRAM CRES (__3ZA7OD),2015,1,,,375374.223,5035587.597
KENMARE PL btwn CHATHAM GDN & END (__3ZA1R9),2015,1,,,361830.6725,5014944.431
KENNEDY LANE  E btwn MONICA CRES & MONICA CRES (__3ZA60G),2015,2,,,382611.93157,5038099.37943
KENNEVALE DR btwn BRIDGEWATER TER & BOURNE ST (__3ZAB5F),2015,1,,,362428.60614,5014664.35748
KENNEVALE DR btwn CEDARVIEW RD & MERNER AVE (__3ZAB5Z),2015,1,,,361919.49271,5014332.51311
KENNEVALE DR btwn MERNER AVE & FLANDERS ST (__3ZAB51),2015,1,,,362067.21132,5014383.77984
KENNEVALE DR btwn WEYBRIDGE DR & HUMMINGBIRD CRES (__3ZAB6O),2015,1,,,362398.6759,5014895.431
KENT ST @ LAURIER AVE (0002222),2015,5,1,,367316.703,5031164.5751
KENT ST @ LISGAR ST (0007733),2015,5,,,367437.7041,5030963.5729
KENT ST @ MACLAREN ST (0007603),2015,4,,,367572.7049,5030742.571
KENT ST @ MCLEOD ST (0007253),2015,1,,,367786.706,5030390.5671
KENT ST @ NEPEAN ST (0006972),2015,1,,,367398.7041,5031029.574
KENT ST @ QUEEN ST (0003137),2015,5,,,367179.703,5031386.577
KENT ST @ SLATER ST (0002114),2015,4,,1,367261.703,5031252.5759
KENT ST @ SOMERSET ST (0008857),2015,3,,1,367526.7049,5030815.571
KENT ST @ SPARKS ST (0005685),2015,1,,,367139.7019,5031455.5781
KENT ST @ WELLINGTON ST (0002040),2015,4,,,367097.7019,5031526.5781
KENT ST btwn ALBERT ST & SLATER ST (__3ZA1XL),2015,1,,,367241.703,5031286.0759
KENT ST btwn ARLINGTON AVE & CATHERINE ST (__3ZA3PP),2015,1,,,367888.2071,5030223.06545
KENT ST btwn FLORENCE ST & GLADSTONE AVE (__3ZA3P0),2015,1,,,367724.206,5030493.06845
KENT ST btwn GILMOUR ST & JAMES ST (__3ZA3QT),2015,1,,,367637.70545,5030635.56955
KENT ST btwn GLADSTONE AVE & MCLEOD ST (__3ZA3P4),2015,1,,,367765.706,5030425.0675
KENT ST btwn JAMES ST & FLORENCE ST (__3ZA3QI),2015,1,,,367681.706,5030562.569
KENT ST btwn LAURIER AVE W & GLOUCESTER ST (__3ZBOFI),2015,2,,,367337.20355,5031131.57455
KENT ST btwn LISGAR ST & COOPER ST (__3ZA3RR),2015,1,,,367460.2045,5030926.5725
KENT ST btwn NEPEAN ST & LISGAR ST (__3ZBOEX),2015,1,,,367418.2041,5030996.57345
KENT ST btwn QUEEN ST & ALBERT ST (__3ZA1XM),2015,2,,,367200.72828,5031353.09229
KENT ST btwn SPARKS ST & QUEEN ST (__3ZA1Z0),2015,2,,,367159.70245,5031421.07755
KENWOOD AVE btwn EDISON AVE & CHURCHILL AVE N (__6KATSE),2015,1,,,363348.28605,5027913.716
KENWOOD AVE btwn MELBOURNE AVE & EDISON AVE (__3ZA094),2015,1,,,363275.7496,5027881.9581
KENZIE ST @ LEASIDE AVE (0006778),2015,1,,,364557.6959,5027081.54
KENZIE ST btwn LAPERRIERE AVE & WOODWARD AVE (__3ZBOOE),2015,1,,,364604.69645,5026964.5385
KERWIN RD btwn MOWBRAY ST & FIFTH LINE RD (__3ZBNC2),2015,3,,,347253.72762,5028697.58021
KEYROCK DR @ LAUGHLIN CIRC/OTTENBRITE CRES (0012708),2015,1,,1,349147.6611,5020284.789
KEYROCK DR btwn TORBEC AVE & BRUNSKILL WAY (__54M2NK),2015,1,,,349465.17962,5020175.94516
KEYWORTH AVE @ SUNNYMEDE AVE (0006129),2015,1,,,363864.6921,5029334.56
KIDGROVE GDN btwn BENLEA DR & LANSFIELD WAY (__3ZBO7R),2015,1,,,363885.1925,5021688.4925
KILBIRNIE DR btwn KILMARNOCK WAY & LECANTO TER (__54YKPC),2015,1,,,365633.54464,5011727.11129
KILBORN AVE @ FEATHERSTON DR/ROSEGLEN PRIV (0008972),2015,1,1,,371263.7249,5027849.543
KILBORN AVE @ KILBORN PL/LAMIRA ST (0001586),2015,1,,,369744.7181,5027678.543
KILBORN AVE @ UTAH ST (0008087),2015,1,,,369795.7181,5027685.543
KILBORN AVE @ WEBSTER AVE (0008092),2015,1,1,,370827.723,5027801.543
KILBORN AVE btwn ALTA VISTA DR & WOODCREST RD (__3ZA9SM),2015,1,,,370406.2211,5027756.543
KILBORN AVE btwn BEAUMONT RD & DELMAR DR (__3ZA88P),2015,1,,,371981.2275,5027930.5419
KILBORN AVE btwn BEAVER AVE & NIAGARA DR (__3ZA9RF),2015,1,,,370041.71945,5027712.543
KILBORN AVE btwn BLOSSOM DR & BEAVER AVE (__3ZA9RD),2015,1,,,369912.2189,5027697.543
KILBORN AVE btwn PROSPECT AVE & FEATHERSTON DR (__3ZA88L),2015,1,,,371130.72395,5027835.543
KILMARNOCK WAY btwn RAVENDALE WAY & RAVENDALE WAY (__54YKUI),2015,1,,,365461.78994,5012005.00648
KIMBERLEY RD @ VIRGIL RD (0000902),2015,1,,,357810.6559,5020545.4789
KIMITO PRIV @ LORRY GREENBERG DR (0002273),2015,1,,,372902.2951,5025386.5649
KINBURN SIDE RD @ STONECREST RD (0002367),2015,1,,,334899.574,5033077.611
KINBURN SIDE RD btwn HIGHWAY 17 & FARMVIEW RD (__3ZA4RG),2015,1,1,,326572.9055,5025742.03155
KINBURN SIDE RD btwn LIMESTONE RD & BECKS RD (__3ZA4Q5),2015,1,,,333774.98012,5032081.72425
KINBURN SIDE RD btwn LOGGERS WAY & JOHN SHAW RD (__3ZA4R5),2015,1,,,329685.76289,5028474.81948
KINBURN SIDE RD btwn STONECREST RD & TORBOLTON RIDGE RD (__3ZA4Q7),2015,1,,,335385.77211,5033426.96315
KINBURN SIDE RD btwn TIMMINS RD & DOMINION SPRINGS RD (__3ZA4SJ),2015,1,,,323486.03371,5022974.67321
KINBURN SIDE RD btwn TORBOLTON RIDGE RD & WOODKILTON RD (__3ZA4Q8),2015,1,,1,336376.12016,5034429.60488
KINCARDINE DR btwn HAZELDEAN RD & TO BE DETERMINED (__355B7F),2015,1,,,352075.65832,5017076.25872
KINCARDINE DR btwn TO BE DETERMINED & HALKIRK AVE (__3ZAZ87),2015,1,,,352234.3512,5017014.17868
KING EDWARD AVE @ GEORGE ST (0008239),2015,3,,,368462.7049,5032481.586
KING EDWARD AVE @ LAURIER AVE (0002170),2015,17,,,368739.7071,5032034.5811
KING EDWARD AVE @ MURRAY ST (0002713),2015,15,2,3,368291.7041,5032753.589
KING EDWARD AVE @ OSGOODE ST/THOMAS MORE PRIV (0007750),2015,5,,,368849.7079,5031852.5789
KING EDWARD AVE @ RIDEAU ST (0002121),2015,25,,2,368511.706,5032413.5849
KING EDWARD AVE @ SOMERSET ST/MARIE CURIE PRIV (0001696),2015,7,,,368957.709,5031673.5781
KING EDWARD AVE @ ST. ANDREW ST (0011434),2015,3,,,368160.703,5032968.591
KING EDWARD AVE @ ST. PATRICK ST (0002714),2015,20,1,,368248.7041,5032823.589
KING EDWARD AVE @ STEWART ST (0007754),2015,4,,1,368634.706,5032205.583
KING EDWARD AVE @ SUSSEX DR (0002653),2015,4,,,367663.7,5033503.597
KING EDWARD AVE @ TEMPLETON ST (0007695),2015,3,,1,369059.709,5031507.5759
KING EDWARD AVE @ WILBROD ST (0002259),2015,3,,1,368675.7071,5032139.5819
KING EDWARD AVE @ YORK ST (0008244),2015,4,,1,368388.8381,5032635.1359
KING EDWARD AVE btwn LAURIER AVE E & THOMAS MORE PRIV (__3ZA3UU),2015,1,,,368794.7075,5031943.58
KING EDWARD AVE btwn MARIE CURIE PRIV & TEMPLETON ST (__3ZA3MD),2015,1,,,369007.55507,5031589.86767
KING EDWARD AVE btwn RIDEAU ST & BESSERER ST (__3ZA3VA),2015,1,,,368533.10814,5032377.60517
KING EDWARD AVE btwn STEWART ST & WILBROD ST (__3ZA3VW),2015,1,,,368655.20655,5032172.58245
KING EDWARD AVE btwn WILBROD ST & LAURIER AVE E (__3ZA3VM),2015,1,,,368707.7071,5032087.0815
KING EDWARD AVE NB @ MACDONALD-CARTIER BR RAMP (0011750),2015,1,,,368026.9619,5033249.8551
KING EDWARD AVE NB btwn CATHCART ST & BRUYERE ST (__3ZA3LP),2015,2,,,368117.203,5033080.0921
KING EDWARD AVE NB btwn GUIGUES AVE & ST. PATRICK ST (__3ZA3XP),2015,2,,,368240.20355,5032878.08945
KING EDWARD AVE NB btwn RAMP & CATHCART ST (__7TR60M),2015,5,,,368061.54473,5033185.89774
KING EDWARD AVE NB btwn ST. ANDREW ST & GUIGUES AVE (__3ZA3LH),2015,3,,,368198.203,5032946.09045
KING EDWARD AVE NB btwn ST. PATRICK ST & MURRAY ST (__3ZA3XH),2015,1,,,368287.7041,5032800.089
KING EDWARD AVE NB btwn SUSSEX DR & UNION ST (__7TR601),2015,1,,,367772.53562,5033447.45476
KING EDWARD AVE NB btwn YORK ST & RIDEAU ST (__3ZA1ZH),2015,3,,1,368464.04474,5032512.11621
KING EDWARD AVE SB btwn CATHCART ST & ST. ANDREW ST (__3ZA3LO),2015,2,,,368123.58416,5033032.36031
KING EDWARD AVE SB btwn ST. PATRICK ST & MURRAY ST (__3ZA3WE),2015,1,,,368270.2041,5032788.589
KING EDWARD AVE SB btwn SUSSEX DR & __3ZA3LO (__3ZAYBB),2015,1,,,367706.40161,5033467.81635
KING EDWARD AVE SB btwn YORK ST & GEORGE ST (__3ZBOFW),2015,1,,1,368426.2049,5032539.58655
KING GEORGE ST btwn LOLA ST & NAUGHTON ST (__3ZA8KZ),2015,1,,,371224.21645,5032126.0781
KINGBROOK DR btwn BRIDGESTONE DR & FOXHALL WAY (__54Y8GS),2015,1,,,355388.79172,5016421.95494
KINGSDALE AVE @ MAVIS ST (0009556),2015,1,,,372956.7381,5023311.5079
KINGSMERE AVE @ LENESTER AVE (0003065),2015,1,,,362414.686,5025767.5279
KINGSTON AVE btwn MERIVALE RD & PRINCE ST (__3ZA0D1),2015,1,,,365014.55687,5026340.36299
KINSELLA DR @ OLD MONTREAL RD (0004769),2015,1,,,392416.794,5042726.566
KIRKSTALL AVE btwn SKIPTON RD & HEADINGLY CRES (__3ZA52T),2015,1,,,362400.84655,5020799.57556
KIRKWOOD AVE @ GEOFFREY ST (0006695),2015,1,,,363933.5929,5028283.811
KIRKWOOD AVE @ LAPERRIERE AVE (0006742),2015,4,,1,364519.6959,5026958.5381
KIRKWOOD AVE @ LAROSE AVE (0006721),2015,1,,,364647.697,5026843.537
KIRKWOOD AVE @ MERIVALE RD (0002243),2015,6,1,,364853.6981,5026646.5359
KIRKWOOD AVE @ RICHMOND RD (0002080),2015,3,,,363778.6921,5028641.554
KIRKWOOD AVE btwn CARLING AVE & CARLING AVE (__3ZA4NV),2015,1,,,364314.28982,5027415.84124
KIRKWOOD AVE btwn CARLING AVE & COLDREY AVE (__3ZA30X),2015,2,,1,364395.1955,5027237.04095
KIRKWOOD AVE btwn CHATELAIN AVE & LEPAGE AVE (__3ZA3G9),2015,1,,,364758.14853,5026672.08437
KIRKWOOD AVE btwn CLARE ST & BUELL ST (__3ZBOD3),2015,1,,,364093.194,5027912.04655
KIRKWOOD AVE btwn COLDREY AVE & LAPERRIERE AVE (__3ZA3AI),2015,2,,,364477.66902,5027046.73175
KIRKWOOD AVE btwn GEOFFREY ST & NORA ST (__3ZA4OU),2015,1,,,363949.787,5028248.06305
KIRKWOOD AVE btwn RAVEN AVE & CHATELAIN AVE (__3ZA30T),2015,1,,,364713.34396,5026737.56942
KIRKWOOD AVE btwn RICHMOND RD & LYMAN ST (__3ZA4OC),2015,1,,,363790.62336,5028604.88403
KIRKWOOD AVE N @ CARLING AVE (0002358),2015,21,,,364275.6951,5027493.543
KITCHENER AVE @ BANK ST (0011963),2015,4,,,370540.8751,5025499.9699
KITCHENER AVE btwn BANFF AVE & COCHRANE ST (__3ZBN6V),2015,2,,,370805.63356,5025660.00503
KIWANIS CRT btwn JOHNSTON RD & END (__6A6MIV),2015,1,,,372276.24532,5025797.99332
KLONDIKE RD @ LAXFORD DR/PENRITH ST (0011769),2015,1,,,348839.6671,5023664.4551
KLONDIKE RD @ MARCH RD (0003096),2015,4,,,349262.971,5024061.6211
KLONDIKE RD @ MARCH VALLEY RD (0012141),2015,2,,,350278.6189,5024992.5189
KLONDIKE RD @ WEATHERSTON ST (0011803),2015,1,,1,349166.4419,5023971.6049
KLONDIKE RD btwn MARCONI AVE & MARCH VALLEY RD (__3ZACV0),2015,1,,,349986.47401,5024728.729
KNIGHTSBRIDGE RD @ WOODROFFE AVE (0002244),2015,1,,,361623.683,5026560.534
KNOXDALE RD @ WEST HUNT CLUB RD (0005165),2015,8,,,361863.6811,5020584.4819
KNOXDALE RD btwn NEWHAVEN ST & AURORA CRES (__3ZA3I2),2015,1,,,362568.6849,5021343.489
KNUDSON DR @ SHERK CRES N (0003267),2015,1,,,351299.6129,5020373.4781
KNUDSON DR @ WESLOCK WAY (0003257),2015,1,1,,350943.611,5020747.4819
KNUDSON DR btwn GOULDING CRES & WESLOCK WAY (__3ZA5J6),2015,1,,,350827.58308,5020721.92487
KNUDSON DR btwn NELFORD CRT & SHERK CRES (__3ZA5JV),2015,1,,,351280.81519,5020406.07433
KNUDSON DR btwn SHAUGHNESSY CRES & GOULDING CRES (__3ZA5JA),2015,1,,,350712.1767,5020560.17245
LA VERENDRYE DR btwn OAKDEAN CRES & KINGS GROVE CRES (__3ZA7P2),2015,1,1,,374619.2185,5035936.103
LABELLE ST btwn RAMP & MICHAEL ST (__3ZA8LA),2015,2,,,372628.81257,5031696.94501
LABELLE ST/RAMP @ LEMIEUX ST/HWY417 IC115 RAMP (0012538),2015,7,,,372541.7219,5031688.571
LABRIE AVE btwn CYRVILLE RD & KENASTON ST (__3ZA7YI),2015,1,,,373417.66591,5031550.87582
LACASSE AVE @ MCARTHUR AVE (0009810),2015,1,,,370823.7129,5032756.5841
LACASSE AVE @ MONTREAL RD (0009797),2015,4,,1,370686.711,5033406.591
LACROIX AVE btwn TO BE DETERMINED & DUFORD DR (1) (__3ZA6W4),2015,1,,,382122.60608,5037026.3373
LADY ELLEN PL @ LAPERRIERE AVE (0011290),2015,1,,,364169.434,5026737.2641
LADY LOCHEAD LANE @ GOURLAY LANE (0010688),2015,1,,,345003.9501,5022052.3151
LAFONTAINE AVE @ MCARTHUR AVE (0009806),2015,7,,2,370952.5249,5032771.5841
LAFONTAINE AVE @ RICHELIEU AVE (0009977),2015,3,,,370927.7129,5033170.5879
LAFRANCE DR btwn DES EPINETTES AVE & PRESTWICK DR (__3ZA6R9),2015,1,,,383347.91267,5036500.99697
LAJOIE ST @ MONTREAL RD (0009795),2015,2,,,370536.303,5033327.9551
LAKERIDGE DR @ LAKERIDGE DR S-1 (0013461),2015,1,,,385041.1079,5034594.6101
LAKERIDGE DR btwn HARVEST VALLEY AVE W & LAKERIDGE DR N (__5Z1RS6),2015,1,,,385003.50701,5034574.46879
L'ALLEMAND ST @ MONTREAL RD (0009796),2015,2,,,370571.711,5033348.5899
L'ALLEMAND ST btwn PARK ST & MONTREAL RD (__3ZA8U8),2015,1,,,370508.28599,5033419.32805
LAMING ST btwn JOCKVALE RD & PHYLIS ST (__3ZAB7S),2015,1,,,361931.7563,5015483.32648
LANARK AVE/WEST VILLAGE PRIV @ SCOTT ST (0011272),2015,1,,,363624.691,5028913.5559
LANCASTER RD @ WALKLEY RD (0003130),2015,8,,,374908.7389,5028602.543
LANCASTER RD btwn GLADWIN CRES & SHELBOURN LANE (__3ZA5LE),2015,1,,,373676.41487,5029524.25037
LANDOVER CRES btwn SAWYER WAY & SAWYER WAY (__3ZAZLN),2015,1,,,356687.10826,5015978.54142
LANTHIER DR @ VANTAGE DR (0004631),2015,2,,,383600.76,5035848.5619
LAPERRIERE AVE btwn CHURCHILL AVE S & MCBRIDE ST (__3ZA0ES),2015,2,,,364002.194,5026634.0355
LAPERRIERE AVE btwn CLYDE AVE & BELLEVUE AVE (__3ZAA6K),2015,1,,,363784.1929,5026498.53455
LAPERRIERE AVE btwn KENZIE ST & ADDISON ST (__3ZA0QW),2015,1,,,364648.69645,5027039.5389
LAPORTE ST btwn EAST ACRES RD & BEAVERHILL DR (__3ZA40Y),2015,1,,,375869.03172,5034186.32981
LARCH ST btwn PRESTON ST & END (__3ZAAJQ),2015,1,,,366387.36439,5029810.428
LASER ST btwn WEST HUNT CLUB RD & GURDWARA RD (__3ZA5ED),2015,1,,,367170.70955,5022122.4985
LASSITER TER btwn LOCKSLEY LANE & LOCKSLEY LANE (__3ZAZZE),2015,1,,,375298.2597,5034871.44996
LASSITER TER N @ OGILVIE RD (0012984),2015,1,1,,375483.7249,5034960.591
LAUDER DR btwn WEMBLEY AVE & BROMLEY RD (__3ZA0DA),2015,2,,,362678.00613,5026499.961
LAUNAY AVE btwn VARENNES BLVD & TEMPO ST (__3ZA18I),2015,1,,,384970.4826,5038409.39555
LAUREL ST btwn BREEZEHILL AVE N & LORETTA AVE N (__3ZA155),2015,1,,,366053.50172,5029755.48249
LAURELWOOD PL btwn AUTUMN RIDGE DR & AUTUMN RIDGE DR (__3ZA48O),2015,1,,,380386.73876,5035903.8816
LAURIER AVE   E btwn COPERNICUS ST & RING LANE (__3ZA2GV),2015,2,,,368683.7071,5032000.5811
LAURIER AVE   E btwn CUMBERLAND ST & COPERNICUS ST (__3ZA3VI),2015,2,,,368631.7071,5031969.0811
LAURIER AVE   E btwn HENDERSON AVE & NELSON ST (__3ZA3VQ),2015,2,,,368842.7075,5032097.0815
LAURIER AVE   E btwn KING EDWARD AVE & HENDERSON AVE (__3ZA3VN),2015,2,,,368773.7071,5032055.5811
LAURIER AVE   E btwn LAURIER AVE W & NICHOLAS ST (__3E4JGF),2015,1,,,368309.09245,5031759.31195
LAURIER AVE   E btwn NELSON ST & SWEETLAND AVE (__3ZA3VS),2015,1,,1,368917.2079,5032142.5819
LAURIER AVE   E btwn RUSSELL AVE & CHAPEL ST (__3ZA3V3),2015,2,,1,369078.88945,5032240.15795
LAURIER AVE   W btwn BANK ST & O'CONNOR ST (__3ZA34B),2015,2,,,367558.7041,5031312.0759
LAURIER AVE   W btwn BRONSON AVE & PERCY ST (__3ZA33Z),2015,1,,,366854.2019,5030890.5729
LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON (__3ZA35Z),2015,1,,,368021.24395,5031592.55055
LAURIER AVE   W btwn KENT ST & BANK ST (__3ZA344),2015,2,,,367398.70355,5031215.0755
LAURIER AVE   W btwn LYON ST N & KENT ST (__3ZA3CQ),2015,1,,,367234.91571,5031117.05972
LAURIER AVE   W btwn METCALFE ST & ELGIN ST (__3ZA35P),2015,4,1,,367870.7049,5031500.57755
LAURIER AVE   W btwn O'CONNOR ST & METCALFE ST (__3ZBOER),2015,2,,1,367714.7045,5031405.07645
LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE EB OFF RAMP & LA (__3ZA354),2015,1,,1,368196.0919,5031692.58495
LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE WB ON RAMP & QUE (__3ZA351),2015,1,,,368111.70945,5031644.66945
LAURIER AVE  E btwn WALLER ST & 73 E OF WALLER ST (__3ZA3UVA),2015,1,,,368491.51114,5031882.88597
LAURIER AVE @ 89 E OF WALLER ST (0008639),2015,1,,1,368528.8285,5031906.6944
LAURIER AVE @ LYON ST (0002206),2015,1,,,367153.703,5031068.574
LAURIER AVE @ NICHOLAS ST (0010711),2015,22,,2,368373.637,5031798.2699
LAURIER AVE @ O'CONNOR ST (0002224),2015,2,,,367636.7041,5031358.5759
LAURIER AVE @ QUEEN ELIZABETH DRWY/LAURIER AVE (0011416),2015,3,1,,368075.783,5031624.523
LAURIER AVE @ WALLER ST/TRANSITWAY (0002020),2015,3,,,368454.2729,5031858.951
LAURIN CRES btwn PRESTONE DR & PRESTONE DR (__3ZBN8W),2015,1,,,383089.74278,5038022.59784
LAVAL ST @ LOYER ST (0010019),2015,1,,,369411.706,5033568.5951
LAVAL ST btwn CHARLEVOIX ST & LOYER ST (__3ZA8VX),2015,1,,,369362.206,5033521.59455
LAVAL ST btwn LOYER ST & ST. CHARLES ST (__3ZA8WV),2015,1,,,369468.706,5033622.5951
LAVAL ST btwn ST. CHARLES ST & MARIER AVE (__3ZA8X4),2015,2,,,369616.206,5033764.09605
LAVERENDRYE DR @ OGILVIE RD (0009436),2015,2,,,375411.7241,5035187.5929
LAWLER CRES btwn WINCANTON DR & WINCANTON DR (__3ZA18Q),2015,1,,,382908.71136,5039294.21819
LAWRENCE ST btwn CARACOURT DR & TALBOT ST (__3ZA65F),2015,1,,,385923.44174,5002541.8638
LEATHERWOOD CRES btwn FENCEROW WAY & FENCEROW WAY (__33D40Y),2015,1,,,365352.23233,5013422.25067
LEBOUTILLIER AVE btwn DEN HAAG DR & LEBOUTILLIER AVE/DANAC PRIV (__8O98ZL),2015,1,,,372579.2476,5034149.6778
LEEDS AVE @ SHEFFIELD RD (0007680),2015,2,,,374862.737,5029550.5499
LEEDS AVE btwn BLACKWELL ST & END (__3ZA78X),2015,1,,,374605.07495,5029463.23805
LEEDS AVE btwn SHEFFIELD RD & END (__3ZA2M2),2015,1,,,374955.63736,5029607.92953
LEES AVE / GRAHAM AVE @ MAIN ST (0002252),2015,8,1,,369004.42,5030561.651
LEES AVE @  TRANSITWAY/HWY 417 NICHOLAS IC118R (0012210),2015,2,,,369365.4721,5031279.834
LEES AVE @ KING EDWARD AVE/MANN AVE (0011413),2015,14,,,369178.7989,5031334.746
LEES AVE @ ROBINSON AVE W (0012006),2015,1,,,369576.5181,5031233.249
LEES AVE btwn HWY417 IC118 RAMP45 & TRANSIT (__3ZA3CM),2015,2,,1,369621.2132,5030929.5696
LEES AVE btwn MANN AVE & TURN LANE (__3ZAYBD),2015,1,,,369213.2545,5031326.16
LEES AVE btwn ROBINSON AVE & CHAPEL CRES (__3ZA5XC),2015,1,,,369633.45706,5031270.70458
LEGGET DR @ 386 W OF SCHNEIDER RD/MITEL ACCESS (0011779),2015,2,,,351154.5524,5022464.036
LEGGET DR @ SCHNEIDER RD (0002531),2015,2,,,351491.62,5022496.4959
LEGGET DR @ TERRY FOX DR (0011817),2015,1,,,350175.6181,5023443.011
LEGGET DR btwn SOLANDT RD & FARRAR RD (__3A3T25),2015,1,,,350816.721,5022753.1609
LEGGET DR btwn TERRY FOX DR & SOLANDT RD (__3ZA48S),2015,1,,,350379.59736,5023137.21423
LEGRAND CRES btwn WENDLER TER & WENDLER TER (__3ZA6P7),2015,1,,,382714.45667,5035670.72287
LEIGHTON TER @ RICHMOND RD (0002037),2015,1,,,364061.6929,5028822.5551
LEIKIN DR btwn HOLITZNER WAY & CRESTWAY DR (__3ZA40I),2015,5,1,,366792.08842,5017346.17436
LEITRIM RD @ ALBION RD (0012479),2015,6,,1,373497.589,5020419.257
LEITRIM RD @ RIVER RD (0004194),2015,5,,,368019.7121,5017177.4581
LEITRIM RD btwn FENTON RD & ALBION RD (__3ZA3SE),2015,1,,,373696.63521,5020574.10161
LEITRIM RD btwn FENTON RD & BANK ST (__3ZA3SF),2015,4,,,374653.36845,5021143.94961
LEITRIM RD btwn HAWTHORNE RD & RAMSAYVILLE RD (__3ZA2B0),2015,2,,,377912.74049,5023218.68738
LEITRIM RD btwn HIGH RD & ALBION RD (__4B2G24),2015,6,1,,373246.12,5020240.6784
LEITRIM RD btwn LIMEBANK RD & HIGH RD (__3ZBOEL),2015,7,,,370515.6752,5018575.66164
LEITRIM RD btwn RAMSAYVILLE RD & ANDERSON RD (__3ZA2BA),2015,1,,,379601.85494,5024388.16649
LEITRIM RD btwn RIVER RD & LIMEBANK RD (__3ZA38L),2015,1,,,368668.85829,5017555.07756
LEMAY CRES btwn PLEASANT PARK RD & PLEASANT PARK RD (__3ZBOZ7),2015,2,,,373031.35968,5028524.11039
LEMIEUX ST @ ST. LAURENT BLVD (0002021),2015,20,1,,372391.7219,5031742.5721
LEN LUNNEY CRES btwn DRUMLINS AVE & COLLINGTON ST (__4NBBB1),2015,1,,,367221.00656,5015276.31222
LENA AVE btwn BRAVAR DR & NEILUS LANE (__3ZA90N),2015,1,,,367671.76415,5011577.00756
LENESTER AVE @ MAITLAND AVE (0010867),2015,4,1,,363078.6901,5026146.531
LENESTER AVE btwn AARON AVE & IROQUOIS RD (__3ZA0DJ),2015,1,1,,362275.72956,5025690.96017
LENESTER AVE btwn DUBERRY ST & FAIRLAWN AVE (__3ZA4L8),2015,1,,,362033.11235,5025423.94099
LEONARD AVE btwn AYLMER AVE & WOODBINE PL (__3ZBPMW),2015,1,,,368306.66,5028440.5129
LEPAGE AVE btwn CAVAN ST & KIRKWOOD AVE (__3ZAA6T),2015,2,,,364706.97988,5026584.79073
LERNER WAY btwn THORIN CRT & SINCLAIR ST (__3ZA10K),2015,1,,,375975.57153,5034597.92334
LESTER RD btwn ALBION RD & UPLANDS DR (__3ZA2SC),2015,9,,,371928.44671,5021918.80258
LESTER RD btwn MEANDERING BROOK DR & BANK ST (__3ZA3SU),2015,1,,,373473.71245,5022795.42151
LETOURNEAU ST btwn CLENNING ST & BEATRICE DR (__4LK32H),2015,1,,,364948.0643,5016588.28043
LEVIS AVE btwn ALTHA AVE & LACASSE AVE (__3ZA8TY),2015,1,,,370726.7121,5033215.589
LEWIS ST @ METCALFE ST (0007288),2015,2,,,368120.7071,5030923.5721
LEWIS ST @ O'CONNOR ST (0007273),2015,1,,,367967.706,5030831.571
LEWIS ST btwn ELGIN ST & CARTIER ST (__3ZA9UJ),2015,1,,,368352.7075,5031063.0729
LEWIS ST btwn O'CONNOR ST & METCALFE ST (__3ZA9T9),2015,1,,,368044.20655,5030877.57155
LIGHTFOOT PL btwn LOMBARDO DR & END (__3ZAB33),2015,1,,,353117.15919,5018238.00957
LILIBET CRES btwn ALBION RD N & ALBION RD N (__45KRIQ),2015,1,,,371076.98684,5026085.04965
