Location,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
CARLING AVE @ RITCHIE ST (0002654),2015,4,,,359588.6721,5024366.514
CARLING AVE @ ROCHESTER ST (0002145),2015,4,,,366992.7049,5029042.5559
CARLING AVE @ ROSEVIEW AVE (0002644),2015,4,,,359358.6699,5024199.5121
CARLING AVE @ SCRIVENS ST (0002720),2015,4,,1,359423.671,5024258.5129
CARLING AVE @ SHERWOOD DR (0006380),2015,1,,,366485.703,5028717.5529
CARLING AVE @ TAVISTOCK RD (0002144),2015,1,,,360698.6781,5025069.5211
CARLING AVE @ VISCOUNT AVE (0006241),2015,1,,,365130.6981,5027849.546
CARLING AVE @ WESTGATE SC E (0008795),2015,5,,,364800.5393,5027659.3983
CARLING AVE @ WOODROFFE AVE W (0011470),2015,12,1,1,361767.683,5025725.5271
CARLING AVE @ WYLIE AVE (0002394),2015,2,,,359140.669,5024077.511
CARLING AVE btwn BAYFIELD AVE & BURKE RD (__3ZA4Z2),2015,3,,,352593.22895,5022509.09733
CARLING AVE btwn BEDALE DR & NAUTICA PRIV (__30GWVN),2015,1,,,357523.29208,5023589.57988
CARLING AVE btwn BOOTH ST & CAMBRIDGE ST S (__3ZA4S1),2015,1,,,367229.20545,5029179.557
CARLING AVE btwn BURKE RD & DEFENSE  RESEARCH COMPLEX (__3ZA4Z6A),2015,4,,,353093.58166,5022820.36318
CARLING AVE btwn DAVIDSON'S SIDE RD & GRANDVIEW RD (__3ZA4Z8),2015,5,,,354974.94786,5023981.17227
CARLING AVE btwn GRANDVIEW RD & TURN LANE (__3ZA4ZG),2015,2,,,355771.6501,5024033.00945
CARLING AVE btwn HERZBERG RD & BAYFIELD AVE (__3ZA42G),2015,1,,,352194.1735,5022327.52905
CARLING AVE btwn MARCH RD & SCHNEIDER RD (__3ZA42E),2015,2,,,351251.54218,5022182.55234
CARLING AVE btwn MOODIE DR & GRANDVIEW RD (__3ZBOCP),2015,1,,,355869.65055,5023992.009
CARLING AVE btwn MOODIE DR & JAMES CUMMINGS AVE (__3ZA4ZC),2015,1,,,356184.1521,5023862.5079
CARLING AVE btwn RICHARDSON SIDE RD & HERZBERG RD (__3ZBOBG),2015,2,,,351936.12205,5022285.49455
CARLING AVE btwn RIFLE RD & DAVIDSON'S SIDE RD (__3ZBOCR),2015,2,,,354091.5084,5023438.42088
CARLING AVE btwn ROCKY POINT RD & HARBOUR LANDING PRIV (__5JDLZ2),2015,1,,,357078.93795,5023768.78845
CARLING AVE EB btwn ANNA AVE & STEVENSON AVE (__3ZA4UJ),2015,1,,,365231.1989,5027913.5471
CARLING AVE EB btwn BAYSHORE DR & CARLING AVE (__3ZA4VJ),2015,1,,,359157.31391,5024071.13387
CARLING AVE EB btwn CARLING AVE EB OFF RAMP/OTTAWA RIVER PKWY & TRANSI (__3ZGKXW),2015,4,,,361036.39331,5025263.68641
CARLING AVE EB btwn CHURCHILL AVE N & SAIGON CRT (__3ZA26X),2015,1,,,363915.80751,5027083.37951
CARLING AVE EB btwn CROYDON AVE & TAVISTOCK RD (__3ZA269),2015,1,,,360685.63457,5025041.59949
CARLING AVE EB btwn EDGEWORTH AVE & FOX CRES (__3ZA4V0),2015,1,,,361396.47344,5025494.67661
CARLING AVE EB btwn FAIRLAWN AVE/WOODROFFE AVE W & CARLINGWOOD SC/FAIRLAWN PLAZA SC (__3ZA4WHA),2015,1,,,362003.8481,5025874.7782
CARLING AVE EB btwn FOX CRES & WOODROFFE AVE (__3ZA4VE),2015,1,,,361646.56426,5025651.54828
CARLING AVE EB btwn HARE AVE & MELWOOD AVE (__3ZA4U2),2015,1,,,362450.18655,5026158.531
CARLING AVE EB btwn HWY417 IC124 RAMP57 & KIRKWOOD AVE (__3ZA30Y),2015,4,,,364294.68996,5027260.27084
CARLING AVE EB btwn KIRKWOOD AVE & HWY417 IC124 RAMP55 (__3ZA4NS),2015,1,,,364369.6951,5027362.0419
CARLING AVE EB btwn MERIVALE RD EXTENSION & VISCOUNT AVE (__3ZA26Q),2015,1,,,365040.563,5027792.25721
CARLING AVE EB btwn RICHMOND RD & DUNDEE AVE (__3ZA4VY),2015,1,,,360305.36297,5024801.63632
CARLING AVE EB btwn RIDDELL AVE N & MAITLAND AVE (__3ZA4U8),2015,2,,,362904.189,5026447.03345
CARLING AVE EB btwn ROSEVIEW AVE & SCRIVENS ST (__3ZA26B),2015,1,,,359394.17045,5024224.0125
CARLING AVE EB btwn VISCOUNT AVE & ANNA AVE (__3ZA4UI),2015,1,,,365164.1985,5027871.04655
CARLING AVE EB btwn WOODROFFE AVE & WOODROFFE AVE (__3ZA4VF),2015,2,,,361850.75542,5025778.6891
CARLING AVE WB @ SAIGON CRT (0002102),2015,2,,,364066.077,5027196.529
CARLING AVE WB btwn ALPINE AVE & FOREST ST (__3ZA260),2015,2,,,360520.677,5024957.51945
CARLING AVE WB btwn BOYCE AVE & SCRIVENS ST (__3ZA4VO),2015,1,,,359386.67045,5024234.5125
CARLING AVE WB btwn BROMLEY RD & MCKELLAR AVE (__3ZA4U5),2015,1,,,362662.6875,5026311.5325
CARLING AVE WB btwn CHAMPAGNE AVE S & PRESTON ST (__3ZA4UZ),2015,1,,,366676.2663,5028840.605
CARLING AVE WB btwn CHURCHILL AVE N & SAIGON CRT (__3ZA26Y),2015,1,,,363921.43516,5027104.16172
CARLING AVE WB btwn COLE AVE & CHURCHILL AVE N (__3ZA4T0),2015,1,,,363648.1925,5026932.03795
CARLING AVE WB btwn CONNAUGHT AVE & OTTAWA RIVER PKWY WB RAMP/CARLING  (__3ZA265),2015,1,,,360813.6785,5025144.0215
CARLING AVE WB btwn DOANE ST & RITCHIE ST (__3ZA2GJ),2015,1,,,359541.67409,5024335.00965
CARLING AVE WB btwn FOREST ST & CROYDON AVE (__3ZA4V5),2015,1,,,360601.67755,5025007.52
CARLING AVE WB btwn HARE AVE & BROMLEY RD (__3ZA263),2015,1,,,362470.18655,5026189.53155
CARLING AVE WB btwn HIGHLAND AVE & COLE AVE (__3ZA4T6),2015,1,,,363412.19155,5026783.53645
CARLING AVE WB btwn HOLLAND AVE & HINTON AVE S (__3ZA4UN),2015,1,,,365453.19945,5028063.0479
CARLING AVE WB btwn HOLLY ACRES RD & MAPLEHURST AVE (__3ZA2ZC),2015,1,,,358581.38287,5023728.6566
CARLING AVE WB btwn HWY417 IC124 RAMP76 & KIRKWOOD AVE (__3ZBOD8),2015,2,,,364194.96534,5027429.87114
CARLING AVE WB btwn KIRKWOOD AVE & HWY417 IC124 RAMP67 (__3ZA4N1),2015,1,,,364304.1951,5027508.043
CARLING AVE WB btwn MAPLEHURST AVE & BIRCHDALE AVE (__3ZA4VI),2015,1,,1,358968.9904,5023968.6285
CARLING AVE WB btwn MERIVALE RD & HARMER AVE S (__3ZA4UH),2015,1,,,365078.40162,5027835.01761
CARLING AVE WB btwn POULIN AVE & ALPINE AVE (__3ZA4VZ),2015,5,,,360421.847,5024894.5204
CARLING AVE WB btwn RICHARDSON AVE & WOODLAND AVE (__3ZA4VD),2015,1,,,361537.68245,5025600.02545
CARLING AVE WB btwn RICHMOND RD & POULIN AVE (__3ZAYF6),2015,1,,1,360296.34605,5024814.02
CARLING AVE WB btwn SHERBOURNE RD & BROADVIEW AVE (__3ZA4U0),2015,2,,,363061.68955,5026563.53455
CARLING AVE WB btwn TAVISTOCK RD & CONNAUGHT AVE (__3ZA266),2015,1,,,360734.6781,5025093.5211
CARLING AVE WB btwn TRANSIT & EDGEWORTH AVE (__3ZA4V9),2015,1,,1,361199.16644,5025388.87852
CARLING AVE WB btwn WOODLAND AVE & WOODROFFE AVE (__3ZBPMB),2015,1,,,361684.96905,5025691.64795
CARLING AVE/STATION RD @ MARCH RD (0002681),2015,12,,,350907.6151,5022246.4951
CARLINGWOOD SC @ WOODROFFE AVE (0008879),2015,1,,,361845.6841,5026036.5301
CARMELLA CRES btwn AQUAVIEW DR & SUNMEADOW ST (__4V3I8L),2015,1,,,384987.77048,5035862.0707
CARNEGIE ST @ GOREN AVE (0008916),2015,1,,,373316.7329,5028312.543
CAROLINE AVE btwn SPENCER ST & WELLINGTON ST W (__3ZA04L),2015,2,,,364709.597,5029195.0585
CARP HIGHLANDS CRT @ HIDDEN LAKE CRES (0014111),2015,1,1,,340687.5441,5023880.751
CARP RD @ CAVANMORE RD (0005679),2015,1,,,345800.5611,5017622.466
CARP RD @ DONALD B. MUNRO DR (0001595),2015,2,,,341191.7,5022819.2649
CARP RD @ ECHOWOODS AVE/KITTIWAKE DR (0009789),2015,1,,,348596.351,5014562.7679
CARP RD @ HAZELDEAN RD (0000086),2015,10,,,348804.577,5014360.4329
CARP RD @ HWY 417 CARP IC144R62 (0001687),2015,1,,,347175.5679,5016065.4501
CARP RD @ MARCH RD (0001689),2015,2,,,342164.5471,5021732.5049
CARP RD @ MCGEE SIDE RD (0005760),2015,1,,,344196.554,5019441.483
CARP RD @ REIS RD (0001691),2015,2,,,345276.5589,5018223.4721
CARP RD @ RICHARDSON SIDE RD (0005759),2015,1,,,346209.563,5017160.4611
CARP RD @ RIVINGTON ST (0010751),2015,2,,,341348.0819,5022639.9449
CARP RD @ ROTHBOURNE RD (0002007),2015,3,,,348253.574,5014875.4381
CARP RD @ STITTSVILLE MAIN ST (0005253),2015,7,,,349524.7871,5014330.211
CARP RD @ WESTBROOK RD (0001681),2015,3,,,347737.571,5015442.4441
CARP RD @ WESTHUNT RD (0001690),2015,1,,,346085.563,5017298.4619
CARP RD btwn ARBOURBROOK BLVD & REIS RD (__3ZA3FX),2015,1,,,345093.23917,5018429.8004
CARP RD btwn BAIRD SIDE RD & THOMAS A. DOLAN PKWY (__3ZBOB2),2015,3,,,335307.53757,5027134.47135
CARP RD btwn CARP RD & KITTIWAKE DR (__4YT2RX),2015,1,,,348425.66087,5014720.04081
CARP RD btwn FALLDOWN LANE & DONALD B. MUNRO DR (__3ZA2GM),2015,2,,,341099.59517,5022923.86786
CARP RD btwn GALETTA SIDE RD & STYLES SIDE RD (__3ZA4RT),2015,1,,,329158.99961,5034181.02482
CARP RD btwn HWY417 IC144 RAMP16 & HWY417 IC144 RAMP35 (__3ZA3F4),2015,5,,,347359.3707,5015861.6721
CARP RD btwn HWY417 IC144 RAMP25 & WESTBROOK RD (__3ZA3D3),2015,5,,,347658.67164,5015528.64882
CARP RD btwn JUANITA AVE & FALLDOWN LANE (__3ZBPHB),2015,1,,,340872.86905,5023180.36661
CARP RD btwn KINBURN SIDE RD & BAIRD SIDE RD (__3ZA4Q9),2015,1,,,333265.4828,5029593.65203
CARP RD btwn KITTIWAKE DR & HAZELDEAN RD (__3ZA3DY),2015,1,,,348700.68821,5014461.82693
CARP RD btwn LLOYDALEX CRES & ROTHBOURNE RD (__3ZBOBC),2015,1,,,348086.13411,5015060.43692
CARP RD btwn MCGEE SIDE RD & ARBOURBROOK BLVD (__5RGDMI),2015,2,,,344553.88748,5019039.38583
CARP RD btwn NORMA LANE & HOLLAND HILL RD (__3ZAZA2),2015,1,,,339996.46895,5024177.74696
CARP RD btwn RICHARDSON SIDE RD & HWY417 IC144 RAMP62 (__3ZA3FS),2015,2,,,346690.76293,5016611.3746
CARP RD btwn STYLES SIDE RD & KINBURN SIDE RD (__3ZA4QA),2015,1,,,331213.55986,5031889.36409
CARP RD btwn THOMAS A. DOLAN PKWY & NORMA LANE (__3ZAZ54),2015,1,,,338041.15838,5024890.63586
CARP RD btwn WESTBROOK RD & LLOYDALEX CRES (__3ZA3DZ),2015,2,,,347827.70927,5015343.56884
CARP RD/HWY 417 CARP IC144R63 @ HWY 417 CARP I (0001100),2015,2,,,347302.1181,5015925.5641
CARRIERE ST @ ORLEANS BLVD (0008769),2015,1,,,380793.743,5036609.5819
CARRIERE ST btwn ORLEANS BLVD & MICHAELSEM ST (__3ZA6E0),2015,1,,,381072.54341,5036691.58855
CARROLL SIDE RD @ PETER ROBINSON RD (0002457),2015,1,,,334193.4521,5016171.511
CARRONBRIDGE CIR btwn WESTHALL WAY E & WESTHALL WAY W (__7IFXP4),2015,1,,,354687.03265,5015560.34145
CARRUTHERS AVE @ SCOTT ST (0006480),2015,3,,1,365153.291,5029848.7819
CARSON'S RD @ DEN HAAG DR (0011527),2015,1,,,373029.7189,5033806.5879
CARSON'S RD btwn BERMUDA AVE & CHARLESWOOD AVE (__3ZA7WC),2015,2,,,372923.13024,5034040.05191
CARSON'S RD btwn CHARLESWOOD AVE & DEN HAAG DR (__3ZA7W1),2015,1,,,372991.2185,5033889.5889
CARSON'S RD btwn MONTREAL RD & SETH PRIV (__3ZAZFV),2015,2,,,372813.23102,5034290.91576
CARTIER ST @ MACLAREN ST (0007074),2015,1,,,368361.7071,5031217.574
CARTIER ST @ MCLEOD ST N (0007315),2015,1,,,368577.709,5030872.571
CARTIER ST @ SOMERSET ST (0007073),2015,1,,,368315.7071,5031289.5751
CARTIER ST btwn GILMOUR ST & LEWIS ST (__3ZA9UQ),2015,1,,,368417.2079,5031127.07345
CASABELLA DR btwn RENAISSANCE DR & RENAISSANCE DR (__30LQVH),2015,1,,,384436.33927,5036318.10525
CASSIDY RD btwn BRUIN LANE & GRANGEMILL AVE (__3ZA4YN),2015,1,,,359005.75704,5021078.51878
CASSIDY RD btwn NORTHSIDE RD & DANTE AVE (__3ZBOCT),2015,1,,,358879.6641,5021410.4875
CASTLE HILL CRES btwn GREYROCK CRES & BONNIE CRES (__3ZAAQ5),2015,1,,,363663.94671,5025586.17464
CASTLE HILL CRES btwn GREYROCK CRES & GLENMOUNT AVE (__3ZAAPQ),2015,1,,,363606.46513,5025390.37199
CASTLEFIELD AVE btwn BEECHFERN DR & OAKFERN CRES (__3ZA5IQ),2015,1,,,350399.28321,5013600.59083
CASTLEFRANK RD @ GOLDRIDGE DR N/SHERRING CRES  (0002716),2015,2,,,350324.6041,5019992.4759
CASTLEFRANK RD @ HAZELDEAN RD (0003608),2015,9,1,,352677.8781,5017676.769
CASTLEFRANK RD @ KATIMAVIK RD (0003228),2015,8,1,1,351950.4529,5018943.5159
CASTLEFRANK RD @ MCCURDY DR S/TAMBLYN CRES (0002621),2015,2,,,352353.769,5018045.143
CASTLEFRANK RD @ PARSONS RIDGE RD (0003522),2015,2,,,352227.614,5018247.4589
CASTLEFRANK RD @ TERRY FOX DR (0011757),2015,6,1,,352994.009,5016304.8079
CASTLEFRANK RD btwn ALDBURN PL & STOKES CRES (__3ZAB1O),2015,1,,,353332.6189,5017186.949
CASTLEFRANK RD btwn CONNELLY PL & GLAMORGAN DR (__3ZA1ZV),2015,1,,,353215.57755,5016342.0115
CASTLEFRANK RD btwn HAZELDEAN RD & TO BE DETERMINED (__3ZA1Z2),2015,2,,,352734.17672,5017609.04137
CASTLEFRANK RD btwn KANATA AVE & KATIMAVIK RD (__3ZA50Q),2015,1,,,351884.59942,5019010.66394
CASTLEFRANK RD btwn SHELDRAKE DR & GLAMORGAN DR (__3ZACL3),2015,1,,,353355.47469,5016542.0003
CASTLEFRANK RD btwn TO BE DETERMINED & WINCHESTER DR (__3ZAB2H),2015,1,,,352810.91648,5017469.90141
CASTLEFRANK RD btwn TORCASTLE WAY & TORCASTLE WAY (__3ZABZ9),2015,1,,,353443.57927,5017070.86608
CASTLESTONE WAY btwn CORTLEIGH DR & WILLOW CREEK CIRC (__44Z9DY),2015,1,,,366660.38302,5014152.3906
CATHCART ST @ DALHOUSIE ST (0008430),2015,1,,,367778.7019,5032932.591
CATHCART ST btwn DALHOUSIE ST & CUMBERLAND ST (__3ZA7DN),2015,1,,,367866.2019,5032984.59155
CATHCART ST btwn SUSSEX DR & PARENT AVE (__3ZA7BD),2015,1,,,367562.36162,5032802.90816
CATHERINE ST @ ELGIN ST (0002638),2015,3,,,368552.709,5030577.5679
CATHERINE ST @ KENT ST (0002707),2015,12,,,367907.7071,5030188.5649
CATHERINE ST @ LYON ST/HWY 417 LYON IC120BR36 (0002254),2015,5,,,367747.7071,5030092.5649
CATHERINE ST @ METCALFE ST (0011239),2015,12,,,368393.709,5030486.5679
CATHERINE ST btwn BANK ST & O'CONNOR ST (__3ZA3PU),2015,4,,,368142.2315,5030330.2911
CATHERINE ST btwn BAY ST & HWY417 IC120B RAMP36 (__3ZA3PH),2015,1,,,367687.20655,5030056.5645
CATHERINE ST btwn BRONSON AVE & HWY417 IC121A RAMP61 (__3ZA3B4),2015,2,,,367304.57213,5029824.52829
CATHERINE ST btwn ELGIN ST & QUEEN ELIZABETH DRWY (__3ZA257),2015,1,,,368616.86088,5030597.95387
CATHERINE ST btwn HWY417 IC120B RAMP36 & KENT ST (__3ZBOE0),2015,1,,,367827.7071,5030140.5649
CATHERINE ST btwn METCALFE ST & ELGIN ST (__3ZA3PE),2015,1,,,368473.209,5030532.0679
CATHERINE ST btwn O'CONNOR ST & TO BE DETERMINED (__3ZBOE7),2015,1,,,368275.2079,5030411.5671
CATHERINE ST btwn PERCY ST & BAY ST (__3ZBOEA),2015,1,,,367559.206,5029979.0641
CATHERINE ST/HWY 417 O'CONN IC119BR76 @ O'CONN (0001697),2015,25,,1,368243.7079,5030392.5671
CAVAN ST @ LAPERRIERE AVE (0006732),2015,1,,,364391.6959,5026880.5381
CAVAN ST btwn CHATELAIN AVE & LEPAGE AVE (__3ZAA6S),2015,1,,,364591.19645,5026561.5351
CAVENDISH RD @ PLEASANT PARK RD (0011551),2015,1,,,370181.7189,5028446.549
CAVESSON ST btwn ASTURCON ST & PERCHERON WAY (__827GGM),2015,1,,1,352974.58655,5014930.8949
CEDAROCK DR @ STONEHAVEN DR (0003166),2015,2,,,354727.123,5016855.086
CEDAROW CRT @ HAZELDEAN RD (0000074),2015,1,,,350593.5951,5015763.44
CEDARVIEW RD @ FALLOWFIELD RD (0001603),2015,4,1,,361294.6699,5015664.437
CEDARVIEW RD @ HWY 416 WESTHUNT IC72R24 (0005514),2015,5,,,359607.8819,5019743.789
CEDARVIEW RD @ HWY 416 WESTHUNT IC72R42 (0005515),2015,5,,,359597.3619,5019761.709
CEDARVIEW RD @ JOCKVALE RD (0000788),2015,2,,,361474.671,5015252.4329
CEDARVIEW RD @ KENNEVALE DR (0010465),2015,1,,,361877.3551,5014314.5041
CEDARVIEW RD @ MARAVISTA DR (0000764),2015,1,,,361667.671,5014806.429
CEDARVIEW RD @ WEST HUNT CLUB RD (0010267),2015,14,,,359718.6671,5019554.471
CEDARVIEW RD btwn BASELINE RD & BRUIN RD (__3ZAZMH),2015,3,,,359074.16758,5021300.80272
CEDARVIEW RD btwn BRUIN RD & HWY416 IC72 RAMP62 (__3ZAZO7),2015,2,,,359306.44413,5020317.09147
CEDARVIEW RD btwn CAMBRIAN RD & BARNSDALE RD (__3ZA1T5),2015,1,,,363449.43617,5010823.80262
CEDARVIEW RD btwn CAMBRIAN RD & STRANDHERD DR (__3ZA1CC),2015,3,,,362547.60577,5012647.42802
CEDARVIEW RD btwn WEST HUNT CLUB RD & LYTLE AVE (__3ZA1XV),2015,5,,,360144.57701,5018587.54567
CEDARVIEW RD/WILLIAM MCEWEN DR @ BROPHY DR/SEC (0000533),2015,1,,,364270.2479,5007762.7071
CEDARWOOD DR @ WALKLEY RD (0002235),2015,2,,1,371194.726,5026455.5321
CEDARWOOD DR btwn WALKLEY RD & BAYCREST DR (__3ZA9YT),2015,1,,,371122.01355,5026636.58033
CELTIC RIDGE CRES btwn STREAMSIDE CRES & GLENBRAE AVE (__5J15RY),2015,1,,,349589.5556,5024717.26
CENTER ST @ MONTREAL RD (0002691),2015,3,,,371821.714,5033951.5929
CENTER ST btwn MONTREAL RD & PAUL AVE (__3ZA8W2),2015,3,,,371884.78201,5033790.11774
CENTRAL PARK DR N @ MERIVALE RD (0011433),2015,4,,,364952.9049,5025873.594
CENTRAL PARK DR S @ MERIVALE RD (0009113),2015,2,,,364987.2019,5025598.506
CENTREPOINTE DR @ CHRYSALIS WAY/PLUNKETT CRT (0009777),2015,1,,,362632.2219,5022684.6079
CENTREPOINTE DR @ CONSTELLATION CRES S (0010246),2015,1,,,362377.026,5023120.746
CENTREPOINTE DR @ HEMMINGWOOD WAY E (0001025),2015,2,,,362327.0129,5023204.4989
CENTREPOINTE DR @ PINETRAIL CRES N (0010245),2015,2,1,,362655.686,5022422.4981
CENTREPOINTE DR @ REC PATH BEN FRANKLIN PL (0005075),2015,1,1,,362431.6827,5023013.3041
CENTREPOINTE DR @ TALLWOOD DR (0004573),2015,1,,,362670.686,5022576.5
CENTREPOINTE DR btwn 90 N OF EPSILON WAY & PLUNKETT CRT (__4CZCH3B),2015,1,,,362608.09181,5022714.16727
CENTREPOINTE DR btwn CENTREPOINTE DR & Continuation of CENTREPOINTE DR (__3ZA2OC),2015,1,,,362098.66055,5023403.80655
CENTREPOINTE DR btwn Continuation of CENTREPOINTE DR & HEMMINGWOOD WAY (__3ZAA3T),2015,1,,,362219.44581,5023290.18968
CENTREPOINTE DR btwn DALECROFT CRES & WYCLIFFE ST (__3ZA5Q5),2015,1,,,362277.86902,5022239.3738
CENTREPOINTE DR btwn HEMMINGWOOD WAY & Continuation of CENTREPOINTE DR (__3ZA0AP),2015,1,,,362352.90219,5023163.14389
CENTREPOINTE DR btwn PASEO PRIV & 90 N OF EPSILON WAY (__4CZCH3A),2015,1,,,362545.46258,5022801.30992
CENTREPOINTE DR btwn REC PATH BEN FRANKLIN PL & CONSTELLATION CRES (__6BWNEJA),2015,1,,,362406.06315,5023063.6659
CENTURY RD @ FOURTH LINE RD (0003905),2015,1,,,362211.6441,5004063.3271
CENTURY RD S @ MCCORDICK RD S (0003724),2015,1,,,360469.6279,5003123.317
CHAMBERLAIN AVE @ KENT ST (0002131),2015,2,,,367933.7079,5030047.5641
CHAMBERLAIN AVE @ PERCY ST (0007715),2015,1,,,367558.706,5029824.563
CHAMBERLAIN AVE btwn IMPERIAL AVE & PERCY ST (__3ZA3O6),2015,1,,,367448.65502,5029758.91751
CHAMBERLAIN AVE btwn PERCY ST & GLENDALE AVE (__3ZA3OB),2015,1,,,367637.70655,5029872.063
CHAMPAGNE AVE   S btwn BEECH ST & HICKORY ST (__3ZA024),2015,1,,,366511.67193,5029071.31776
CHAMPLAIN BRIDGE/ISLAND PARK DR @ BATE ISLAND (0010849),2015,1,,,362966.1574,5030057.403
CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & OTTAWA RIVER PKWY (__3ZA2ZEB),2015,5,,,363102.93279,5029831.85833
CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & PROVINCIAL BOUNDARY (__3ZA2ZEA),2015,8,,,362866.37806,5030157.31417
CHAMPLAIN ST @ JEANNE D'ARC BLVD (0004106),2015,5,,,381379.7381,5038723.597
CHAMPLAIN ST @ PLACE D'ORLEANS  SC E/PLACE D'O (0008676),2015,2,,,381519.74,5038374.5929
CHAMPLAIN ST @ PLACE D'ORLEANS DR (0003595),2015,3,,,381597.246,5038180.8159
CHAMPLAIN ST btwn DECARIE DR & JEANNE D'ARC BLVD N (__3ZA7KR),2015,1,,,381332.75355,5038837.98355
CHAMPLAIN ST btwn JEANNE D'ARC BLVD N & OR174 IC102 RAMP61 (__3ZA1VO),2015,2,,,381449.73905,5038549.09495
CHAMPNEUF DR btwn CEDAR MILLS RD & WESTPORT CRES (__3ZA6EK),2015,1,,,381304.93782,5036450.33428
CHAPEL CRES @ WIGGINS PRIV N (0002097),2015,1,,,369605,5031466.1589
CHAPEL ST @ LAURIER AVE (0007756),2015,3,,,369120.071,5032264.734
CHAPEL ST @ RIDEAU ST (0011918),2015,2,,,368892.4079,5032643.2679
CHAPEL ST @ STEWART ST (0008494),2015,1,,,369013.7071,5032438.5849
CHAPEL ST btwn RIDEAU ST & END (__3ZA7AF),2015,1,,,368867.60812,5032691.08784
CHAPEL ST btwn SOMERSET ST E & TEMPLETON ST (__3ZA7G9),2015,1,,,369389.93021,5031821.21104
CHAPMAN BLVD @ DORVAL AVE (0007795),2015,1,,,372088.726,5028845.549
CHAPMAN BLVD btwn NAPLES AVE & OLYMPIA CRES (__3ZA77L),2015,1,,,373222.231,5028972.54845
CHAPMAN MILLS DR @ BEATRICE DR (0010973),2015,1,,,365540.5419,5014925.066
CHAPMAN MILLS DR @ LEAMINGTON WAY/MANCINI WAY (0011133),2015,2,,,365047.0729,5014687.2359
CHAPMAN MILLS DR @ LONGFIELDS DR (0013784),2015,1,,,364841.826,5014582.9211
CHAPMAN MILLS DR btwn CLEARBROOK DR & SUMMERLINE GT (__4FP8A3),2015,1,,,365986.9785,5015118.34605
CHAPMAN MILLS DR btwn SUMMERLINE GT & WOODROFFE AVE (__4FP8A8),2015,1,,1,366113.8515,5015185.77205
CHAPMAN MILLS DR/TRANSITWAY SOUTHWEST @ WOODROFFE AVE (0013563),2015,1,,,366177.0901,5015219.3701
CHARKAY ST @ CHESTERTON DR (0001033),2015,1,,,365666.7019,5023925.5129
CHARLEMAGNE BLVD @ GARDENWAY DR/BOTTRIELL WAY  (0003748),2015,7,,1,384049.7581,5037034.5679
CHARLEMAGNE BLVD @ MERKLEY DR (0004807),2015,1,,,384681.7589,5037802.5701
CHARLEMAGNE BLVD @ ORCHARDVIEW AVE (0004812),2015,2,,,384506.76,5037242.5671
CHARLEMAGNE BLVD @ PRINCESS LOUISE DR E (0012957),2015,2,,,384092.7551,5038135.5759
CHARLEMAGNE BLVD @ PRINCESS LOUISE DR W/VALADE (0003731),2015,2,,,383520.7521,5037973.5781
CHARLEMAGNE BLVD @ WATTERS RD (0012940),2015,2,1,,384559.7581,5038048.5729
CHARLEMAGNE BLVD btwn BOTTRIELL WAY & PRINCESS LOUISE DR (__3ZA608),2015,2,,,383893.76054,5038046.2561
CHARLEMAGNE BLVD btwn CANTEVAL TER & TENTH LINE RD (__3ZA5TH),2015,2,,,383756.80904,5036953.46179
CHARLEMAGNE BLVD btwn MARINOFF WAY & WATTERS RD (__3ZA5SG),2015,1,,,384437.94362,5038130.34359
CHARLEMAGNE BLVD btwn MERKLEY DR & VALIN ST (__3ZA5U5),2015,1,,,384705.64172,5037699.97677
CHARLEMAGNE BLVD btwn PRINCESS LOUISE DR & BOTTRIELL WAY (__3ZA607),2015,1,,,383607.58729,5037953.29642
CHARLEMAGNE BLVD btwn TENTH LINE RD & VALADE CRES (__3ZA1V1),2015,2,,,383286.12269,5038015.60065
CHARLEMAGNE BLVD btwn VALADE CRES & PRINCESS LOUISE DR (__3ZA5TJ),2015,1,,,383457.2521,5037988.0785
CHARLES ST @ CRICHTON ST (0008275),2015,1,,,368053.7,5033903.6
CHARLES ST @ STANLEY AVE (0008270),2015,1,1,,368008.7011,5033795.5989
CHARLEVOIX ST @ LANDRY ST (0009194),2015,1,,,369340.706,5033461.594
CHARLEVOIX ST btwn BEECHWOOD AVE & BARRETTE ST (__3ZBOWU),2015,1,,,369220.80264,5033559.48755
CHARLOTTE ST @ RIDEAU ST (0002622),2015,5,1,1,369251.0929,5032860.42
CHARLOTTE ST @ STEWART ST (0007742),2015,1,,,369374.7079,5032657.586
CHARLOTTE ST @ WILBROD ST (0007739),2015,1,,,369415.7079,5032590.5849
CHARTRAND AVE @ KENNEDY LANE (0004873),2015,1,,1,382012.7449,5037756.5849
CHARTRAND AVE btwn DUFORD DR & KENNEDY LANE W (__3ZA69M),2015,1,,,381980.34469,5037789.93806
CHARTWELL AVE @ ROSELAWN CRT (0010447),2015,1,,,362202.683,5021672.491
CHARTWELL AVE E @ CRAIG HENRY DR (0010250),2015,1,,,362476.6849,5021865.4929
CHATELAIN AVE @ LARKIN ST (0002617),2015,1,,,364408.6959,5026497.534
CHATELAIN AVE @ MERIVALE RD (0011306),2015,2,1,,364843.6981,5026765.537
